Flight Number,Airline,Status,Scheduled Time,Gate,Stand,Terminal
AF3160,,ARR,2025-08-01T07:50:00.000+02:00,,,3
DL9390,,ARR,2025-08-01T07:50:00.000+02:00,,,3
VS7160,,ARR,2025-08-01T07:50:00.000+02:00,,,3
VS7158,,ARR,2025-08-01T07:50:00.000+02:00,,,3
KL0672,,ARR,2025-08-01T07:50:00.000+02:00,,,3
AF8276,,ARR,2025-08-01T07:50:00.000+02:00,,,3
DL9396,,ARR,2025-08-01T07:50:00.000+02:00,,,3
DL9605,,ARR,2025-08-01T07:50:00.000+02:00,,,2
G35690,,ARR,2025-08-01T07:50:00.000+02:00,,,2
KQ1178,,ARR,2025-08-01T07:50:00.000+02:00,,,2
SK6812,,ARR,2025-08-01T07:50:00.000+02:00,,,2
KL1242,,ARR,2025-08-01T07:50:00.000+02:00,,,2
AF8372,,ARR,2025-08-01T07:50:00.000+02:00,,,2
MU1826,,ARR,2025-08-01T07:50:00.000+02:00,,,2
DL9265,,ARR,2025-08-01T07:50:00.000+02:00,,,2
GA9487,,ARR,2025-08-01T07:50:00.000+02:00,,,2
G35573,,ARR,2025-08-01T07:50:00.000+02:00,,,2
KQ1650,,ARR,2025-08-01T07:50:00.000+02:00,,,2
MF9767,,ARR,2025-08-01T07:50:00.000+02:00,,,2
KL1628,,ARR,2025-08-01T07:50:00.000+02:00,,,2
AM6459,,ARR,2025-08-01T07:50:00.000+02:00,,,2
OR368,,ARR,2025-08-01T07:50:00.000+02:00,,,4
GA088,,ARR,2025-08-01T07:50:00.000+02:00,,,4
KL0923,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
CZ7721,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
DL9584,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
KQ1277,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
MF9746,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
MU1939,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
VS6975,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
DL9363,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
GA9760,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
KE6423,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
MF9660,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
MU1621,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
VS7077,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
KL1029,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
CZ7607,,DEP,2025-08-01T07:55:00.000+02:00,D6,,2
KL0935,,DEP,2025-08-01T07:55:00.000+02:00,D14,,2
DL9683,,DEP,2025-08-01T07:55:00.000+02:00,D14,,2
MF9759,,DEP,2025-08-01T07:55:00.000+02:00,D14,,2
MU1629,,DEP,2025-08-01T07:55:00.000+02:00,D14,,2
VS6988,,DEP,2025-08-01T07:55:00.000+02:00,D14,,2
KL1660,,ARR,2025-08-01T07:55:00.000+02:00,,,2
DL9456,,ARR,2025-08-01T07:55:00.000+02:00,,,2
G35575,,ARR,2025-08-01T07:55:00.000+02:00,,,2
MF9344,,ARR,2025-08-01T07:55:00.000+02:00,,,2
KL1054,,ARR,2025-08-01T07:55:00.000+02:00,,,1
AF3204,,ARR,2025-08-01T07:55:00.000+02:00,,,1
AZ3775,,ARR,2025-08-01T07:55:00.000+02:00,,,1
DL9663,,ARR,2025-08-01T07:55:00.000+02:00,,,1
KQ1516,,ARR,2025-08-01T07:55:00.000+02:00,,,1
VS6914,,ARR,2025-08-01T07:55:00.000+02:00,,,1
KL1418,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,2
AF3214,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,2
DL9292,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,2
KL0836,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,4
AF8218,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,4
QF4235,,"ARR,EXP",2025-08-01T07:55:00.000+02:00,,,4
KL1827,,DEP,2025-08-01T08:00:00.000+02:00,B3,,1
DL9406,,DEP,2025-08-01T08:00:00.000+02:00,B3,,1
SK6670,,DEP,2025-08-01T08:00:00.000+02:00,B3,,1
LH1003,,DEP,2025-08-01T08:00:00.000+02:00,C22,,1
A31403,,DEP,2025-08-01T08:00:00.000+02:00,C22,,1
AC9076,,DEP,2025-08-01T08:00:00.000+02:00,C22,,1
UA9156,,DEP,2025-08-01T08:00:00.000+02:00,C22,,1
DL0072,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
AF3641,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
KL6072,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
VS3932,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
DL0046,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
AF5591,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
KL6070,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
VS3928,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
KL1964,,ARR,2025-08-01T08:00:00.000+02:00,,,2
DL9259,,ARR,2025-08-01T08:00:00.000+02:00,,,2
SK6835,,ARR,2025-08-01T08:00:00.000+02:00,,,2
DL9274,,ARR,2025-08-01T08:00:00.000+02:00,,,1
KQ1364,,ARR,2025-08-01T08:00:00.000+02:00,,,1
UX3749,,ARR,2025-08-01T08:00:00.000+02:00,,,1
KL1310,,ARR,2025-08-01T08:00:00.000+02:00,,,1
CZ7758,,ARR,2025-08-01T08:00:00.000+02:00,,,1
AA220,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
BA1501,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
IB4861,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
AY4132,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,3
KL0878,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,2
AF3132,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,2
DL9495,,"ARR,EXP",2025-08-01T08:00:00.000+02:00,,,2
KL1405,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
DL9659,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
GA9240,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
KQ1227,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
MK7593,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
MU1557,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
VN3153,,DEP,2025-08-01T08:05:00.000+02:00,D82,,1
SV6301,,"ARR,EXP",2025-08-01T08:05:00.000+02:00,,,3
KL0425,,"ARR,EXP",2025-08-01T08:05:00.000+02:00,,,3
AF3123,,"ARR,EXP",2025-08-01T08:05:00.000+02:00,,,3
LH2300,,ARR,2025-08-01T08:05:00.000+02:00,,,1
KL1511,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
DL9188,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
GA9248,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
G35510,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
KE6405,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
MF9319,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
MU1839,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
CZ7649,,DEP,2025-08-01T08:10:00.000+02:00,D73,,1
KL1677,,DEP,2025-08-01T08:10:00.000+02:00,C8,,1
AF3188,,DEP,2025-08-01T08:10:00.000+02:00,C8,,1
DL9420,,DEP,2025-08-01T08:10:00.000+02:00,C8,,1
SK6840,,DEP,2025-08-01T08:10:00.000+02:00,C8,,1
KL0970,,ARR,2025-08-01T08:10:00.000+02:00,,,2
AF3202,,ARR,2025-08-01T08:10:00.000+02:00,,,2
AZ3754,,ARR,2025-08-01T08:10:00.000+02:00,,,2
DL9548,,ARR,2025-08-01T08:10:00.000+02:00,,,2
KQ1486,,ARR,2025-08-01T08:10:00.000+02:00,,,2
VS7004,,ARR,2025-08-01T08:10:00.000+02:00,,,2
KL1302,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,2
AF8319,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,2
DL9517,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,2
SK6839,,ARR,2025-08-01T08:10:00.000+02:00,,,2
KL1642,,ARR,2025-08-01T08:10:00.000+02:00,,,2
DL9222,,ARR,2025-08-01T08:10:00.000+02:00,,,2
KL1638,,ARR,2025-08-01T08:10:00.000+02:00,,,1
DL9261,,ARR,2025-08-01T08:10:00.000+02:00,,,1
G35571,,ARR,2025-08-01T08:10:00.000+02:00,,,1
KQ1554,,ARR,2025-08-01T08:10:00.000+02:00,,,1
MU1830,,ARR,2025-08-01T08:10:00.000+02:00,,,1
SK6827,,ARR,2025-08-01T08:10:00.000+02:00,,,1
KL1040,,ARR,2025-08-01T08:10:00.000+02:00,,,3
BT6033,,ARR,2025-08-01T08:10:00.000+02:00,,,3
DL9449,,ARR,2025-08-01T08:10:00.000+02:00,,,3
KQ1420,,ARR,2025-08-01T08:10:00.000+02:00,,,3
MU1648,,ARR,2025-08-01T08:10:00.000+02:00,,,3
VS6934,,ARR,2025-08-01T08:10:00.000+02:00,,,3
EJU3851,,ARR,2025-08-01T08:10:00.000+02:00,,,3
KL0808,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,4
AF5135,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,4
CI9387,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,4
SK6857,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,4
KL1814,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
AM6385,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
CZ7795,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
DL9515,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
GA9083,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
MF9603,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
SK6663,,"ARR,EXP",2025-08-01T08:10:00.000+02:00,,,1
KL1028,,CNX,2025-08-01T08:15:00.000+02:00,,,
AM6409,,CNX,2025-08-01T08:15:00.000+02:00,,,
AZ3768,,CNX,2025-08-01T08:15:00.000+02:00,,,
BT6018,,CNX,2025-08-01T08:15:00.000+02:00,,,
CI8598,,CNX,2025-08-01T08:15:00.000+02:00,,,
CZ7734,,CNX,2025-08-01T08:15:00.000+02:00,,,
DL9626,,CNX,2025-08-01T08:15:00.000+02:00,,,
GA9761,,CNX,2025-08-01T08:15:00.000+02:00,,,
JU7641,,CNX,2025-08-01T08:15:00.000+02:00,,,
MF9659,,CNX,2025-08-01T08:15:00.000+02:00,,,
MU1620,,CNX,2025-08-01T08:15:00.000+02:00,,,
VS7070,,CNX,2025-08-01T08:15:00.000+02:00,,,
EJU7805,,DEP,2025-08-01T08:15:00.000+02:00,M5,,3
KL1441,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
AF8287,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
DL9624,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
KQ1315,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
MU1571,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
SK6774,,DEP,2025-08-01T08:15:00.000+02:00,B36,,1
KL1041,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,D12,,2
DL9210,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,D12,,2
MU1645,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,D12,,2
VS6941,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,D12,,2
KL1943,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,B20,,1
AF3121,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,B20,,1
DL9355,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,B20,,1
SK6710,,"DEP,DEL",2025-08-01T08:15:00.000+02:00,B20,,1
DL0134,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
AF5605,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
KL6119,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
VS3930,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
DL9303,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
G35627,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
KQ1316,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
SK6779,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
WS5246,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
KL1440,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
AF8302,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
AZ3786,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
DL9251,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
G35696,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
KQ1172,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
KL1150,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
AF8328,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,2
KL1196,,ARR,2025-08-01T08:15:00.000+02:00,,,2
AM6427,,ARR,2025-08-01T08:15:00.000+02:00,,,2
CZ7740,,ARR,2025-08-01T08:15:00.000+02:00,,,2
DL9673,,ARR,2025-08-01T08:15:00.000+02:00,,,2
GA9211,,ARR,2025-08-01T08:15:00.000+02:00,,,2
KQ1142,,ARR,2025-08-01T08:15:00.000+02:00,,,2
MF9703,,ARR,2025-08-01T08:15:00.000+02:00,,,2
SK6614,,ARR,2025-08-01T08:15:00.000+02:00,,,2
KL0566,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
AF5191,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
DL9567,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,3
EZY2511,,"ARR,EXP",2025-08-01T08:15:00.000+02:00,,,4
KL0911,,DEP,2025-08-01T08:20:00.000+02:00,D6,,2
DL9377,,DEP,2025-08-01T08:20:00.000+02:00,D6,,2
VS6907,,DEP,2025-08-01T08:20:00.000+02:00,D6,,2
DL9411,,DEP,2025-08-01T08:20:00.000+02:00,B32,,1
MH5651,,DEP,2025-08-01T08:20:00.000+02:00,B32,,1
KL1173,,DEP,2025-08-01T08:20:00.000+02:00,B32,,1
KL0962,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
AF3197,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
AZ3751,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
DL9625,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
G35537,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
VS7084,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
EZY8672,,ARR,2025-08-01T08:20:00.000+02:00,,,4
KL1332,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
AF3221,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
DL9180,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
KL0952,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
DL9646,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
MU1938,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
VS7092,,"ARR,EXP",2025-08-01T08:20:00.000+02:00,,,2
KL1613,,CNX,2025-08-01T08:25:00.000+02:00,C13,,
DL9622,,CNX,2025-08-01T08:25:00.000+02:00,C13,,
GA9212,,CNX,2025-08-01T08:25:00.000+02:00,C13,,
MF9674,,CNX,2025-08-01T08:25:00.000+02:00,C13,,
KL1291,,DEP,2025-08-01T08:25:00.000+02:00,B22,,1
DL9198,,DEP,2025-08-01T08:25:00.000+02:00,B22,,1
SK6695,,DEP,2025-08-01T08:25:00.000+02:00,B22,,1
GA9234,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
GF5203,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
MF9604,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
SK6638,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
VN3150,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
KL1815,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
DL9234,,DEP,2025-08-01T08:25:00.000+02:00,B6,,1
KL1163,,"DEP,DEL",2025-08-01T08:25:00.000+02:00,B23,,1
DL9192,,"DEP,DEL",2025-08-01T08:25:00.000+02:00,B23,,1
KQ1185,,"DEP,DEL",2025-08-01T08:25:00.000+02:00,B23,,1
KL1448,,ARR,2025-08-01T08:25:00.000+02:00,,,2
AF3118,,ARR,2025-08-01T08:25:00.000+02:00,,,2
DL9249,,ARR,2025-08-01T08:25:00.000+02:00,,,2
G35511,,ARR,2025-08-01T08:25:00.000+02:00,,,2
WS5271,,ARR,2025-08-01T08:25:00.000+02:00,,,2
G35511,,ARR,2025-08-01T08:25:00.000+02:00,,,2
JU7634,,ARR,2025-08-01T08:25:00.000+02:00,,,2
SK6823,,ARR,2025-08-01T08:25:00.000+02:00,,,2
KL1982,,ARR,2025-08-01T08:25:00.000+02:00,,,2
DL9323,,ARR,2025-08-01T08:25:00.000+02:00,,,2
KL1362,,ARR,2025-08-01T08:25:00.000+02:00,,,2
DL9293,,ARR,2025-08-01T08:25:00.000+02:00,,,2
MF9360,,ARR,2025-08-01T08:25:00.000+02:00,,,2
SK6723,,ARR,2025-08-01T08:25:00.000+02:00,,,2
KL1500,,ARR,2025-08-01T08:25:00.000+02:00,,,2
CI8590,,ARR,2025-08-01T08:25:00.000+02:00,,,2
CZ7762,,ARR,2025-08-01T08:25:00.000+02:00,,,2
DL9616,,ARR,2025-08-01T08:25:00.000+02:00,,,2
GA9493,,ARR,2025-08-01T08:25:00.000+02:00,,,2
G35691,,ARR,2025-08-01T08:25:00.000+02:00,,,2
KQ1698,,ARR,2025-08-01T08:25:00.000+02:00,,,2
MF9649,,ARR,2025-08-01T08:25:00.000+02:00,,,2
MU1846,,ARR,2025-08-01T08:25:00.000+02:00,,,2
SK6739,,ARR,2025-08-01T08:25:00.000+02:00,,,2
KL0953,,DEP,2025-08-01T08:30:00.000+02:00,D6,,2
DL9689,,DEP,2025-08-01T08:30:00.000+02:00,D6,,2
VS7097,,DEP,2025-08-01T08:30:00.000+02:00,D6,,2
KL1839,,DEP,2025-08-01T08:30:00.000+02:00,B24,,1
DL9338,,DEP,2025-08-01T08:30:00.000+02:00,B24,,1
SK6766,,DEP,2025-08-01T08:30:00.000+02:00,B24,,1
DL9639,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
GA9527,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
G35598,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
KQ1254,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
MF9693,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
MU1566,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
WS5261,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
KL1472,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
AF3175,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
KL0910,,ARR,2025-08-01T08:30:00.000+02:00,,,2
AF8366,,ARR,2025-08-01T08:30:00.000+02:00,,,2
DL9174,,ARR,2025-08-01T08:30:00.000+02:00,,,2
G35529,,ARR,2025-08-01T08:30:00.000+02:00,,,2
KQ1440,,ARR,2025-08-01T08:30:00.000+02:00,,,2
VS6900,,ARR,2025-08-01T08:30:00.000+02:00,,,2
AZ3736,,ARR,2025-08-01T08:30:00.000+02:00,,,2
KL1848,,ARR,2025-08-01T08:30:00.000+02:00,,,2
AM6548,,ARR,2025-08-01T08:30:00.000+02:00,,,2
CZ1343,,ARR,2025-08-01T08:30:00.000+02:00,,,2
DL9632,,ARR,2025-08-01T08:30:00.000+02:00,,,2
GA9289,,ARR,2025-08-01T08:30:00.000+02:00,,,2
MF9681,,ARR,2025-08-01T08:30:00.000+02:00,,,2
SK6675,,ARR,2025-08-01T08:30:00.000+02:00,,,2
KL1952,,ARR,2025-08-01T08:30:00.000+02:00,,,1
CZ7697,,ARR,2025-08-01T08:30:00.000+02:00,,,1
DL9436,,ARR,2025-08-01T08:30:00.000+02:00,,,1
KQ1572,,ARR,2025-08-01T08:30:00.000+02:00,,,1
MF9312,,ARR,2025-08-01T08:30:00.000+02:00,,,1
KL1612,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
DL9588,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
GA9213,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
KQ1618,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
MF9673,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
WS5255,,"ARR,EXP",2025-08-01T08:30:00.000+02:00,,,2
KL1134,,ARR,2025-08-01T08:30:00.000+02:00,,,2
BT6039,,ARR,2025-08-01T08:30:00.000+02:00,,,2
DL9496,,ARR,2025-08-01T08:30:00.000+02:00,,,2
KQ0932,,ARR,2025-08-01T08:30:00.000+02:00,,,2
MF9735,,ARR,2025-08-01T08:30:00.000+02:00,,,2
KL1953,,CNX,2025-08-01T08:35:00.000+02:00,D73,,
CZ7719,,CNX,2025-08-01T08:35:00.000+02:00,D73,,
DL9619,,CNX,2025-08-01T08:35:00.000+02:00,D73,,
MF9316,,CNX,2025-08-01T08:35:00.000+02:00,D73,,
KL1283,,DEP,2025-08-01T08:35:00.000+02:00,B28,,1
DL9179,,DEP,2025-08-01T08:35:00.000+02:00,B28,,1
VS6953,,DEP,2025-08-01T08:35:00.000+02:00,D6,,2
KL1075,,DEP,2025-08-01T08:35:00.000+02:00,D6,,2
DL9298,,DEP,2025-08-01T08:35:00.000+02:00,D6,,2
DL9326,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
GA9370,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
MF9779,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
VS7059,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
WS5201,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
KL1003,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
CZ7602,,DEP,2025-08-01T08:35:00.000+02:00,E21,,2
WA1069,,DEP,2025-08-01T08:35:00.000+02:00,D6,,2
KL1069,,DEP,2025-08-01T08:35:00.000+02:00,D6,,2
KL1248,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
AF3248,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
AZ3773,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
DL9257,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
GA9775,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KQ1166,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
MF9627,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
MH5633,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
SV6335,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
UX3794,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
WS5254,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KL1018,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
AF5132,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
AZ3761,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
DL9560,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
G35531,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
KQ1540,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
VS6994,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
AZ3741,,ARR,2025-08-01T08:35:00.000+02:00,,,2
BT6024,,ARR,2025-08-01T08:35:00.000+02:00,,,2
CZ1365,,ARR,2025-08-01T08:35:00.000+02:00,,,2
DL9504,,ARR,2025-08-01T08:35:00.000+02:00,,,2
KQ1276,,ARR,2025-08-01T08:35:00.000+02:00,,,2
MF9745,,ARR,2025-08-01T08:35:00.000+02:00,,,2
SK6705,,ARR,2025-08-01T08:35:00.000+02:00,,,2
KL0922,,ARR,2025-08-01T08:35:00.000+02:00,,,2
VS6968,,ARR,2025-08-01T08:35:00.000+02:00,,,2
AZ3804,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
CZ7747,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
DL9435,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
GA9763,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
MF9300,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
RO9301,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
SK6626,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
UX3744,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
KL1214,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
AM6351,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,1
KL1156,,ARR,2025-08-01T08:35:00.000+02:00,,,2
AF3116,,ARR,2025-08-01T08:35:00.000+02:00,,,2
AZ3793,,ARR,2025-08-01T08:35:00.000+02:00,,,2
DL9454,,ARR,2025-08-01T08:35:00.000+02:00,,,2
G35506,,ARR,2025-08-01T08:35:00.000+02:00,,,2
KQ1326,,ARR,2025-08-01T08:35:00.000+02:00,,,2
KL1074,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
AZ3738,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
DL9461,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KQ1050,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
VS6948,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KL1322,,ARR,2025-08-01T08:35:00.000+02:00,,,2
AF3138,,ARR,2025-08-01T08:35:00.000+02:00,,,2
DL9592,,ARR,2025-08-01T08:35:00.000+02:00,,,2
UX3748,,ARR,2025-08-01T08:35:00.000+02:00,,,2
AF1240,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
AM5827,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
CI9290,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
DL8400,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
GA9557,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
G35024,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KL2002,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
MK9390,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
UU8240,,"ARR,EXP",2025-08-01T08:35:00.000+02:00,,,2
KL0462,,SCH,2025-08-01T08:40:00.000+02:00,,,
KL1651,,CNX,2025-08-01T08:40:00.000+02:00,,,
DL9388,,CNX,2025-08-01T08:40:00.000+02:00,,,
KL0934,,"ARR,EXP",2025-08-01T08:40:00.000+02:00,,,2
AF3201,,"ARR,EXP",2025-08-01T08:40:00.000+02:00,,,2
